"id","product_name","feature"
953,"Bitbuy App","Compliant & Transparent Bitbuy is a registered MSB by FINTRAC -  an entity of the Federal Government of Canada."
954,"Bitbuy App","Fast Transaction Times Get verified instantly. Fund -  withdraw -  buy and sell fast. No more waiting days to get your digital currency."
955,"Bitbuy App","Industry Leading Security 95% cold storage policy and 2FA enabled on all transactions. Bitcoin balances 1:1 insured by Knox Custody."
956,"Bitbuy App","Basic & Advanced Trading Trade quickly and easily on Bitbuy Express -  or use the professional tools on the all new Bitbuy Pro."
957,"Digifox","Send and receive money to contacts – Need to pay a friend back -  or send money to family overseas? You can send money anywhere across the globe in a matter of seconds for as little as $0.05."
958,"Digifox","Join an active community and earn rewards – Invest in your future and be rewarded for it. Join an active community and be in the running to win from our Challenges and Achievements."
959,"Digifox","Buy cryptocurrencies with ease – Interested in crypto? Deposit money from your bank and instantly access over +14 unique cryptocurrencies."
960,"Digifox","Start earning 5-9% interest on your savings – The average interest rate for savings accounts in the US is 0.09%. With Digifox -  we offer competitive opportunities -  paying rates 50-100x higher."
961,"Bybit App","Instant Customer Support Have your queries dealt with instantly thanks to our live chat customer support -  available in English -  Chinese (Mandarin and Cantonese) -  Japanese -  Korean -  and Russian."
962,"Bybit App","No Overloads and Server Downtime Never worry about your trades not being fulfilled or being rejected -  thanks to our ultra-fast matching engine with 100 - 000 TPS matching per contract -  and a platform availability of 99.99%."
963,"Bybit App","Price Notification Features On The Go We understand people live busy lives -  but no worries -  as you can set up price notification features on the go -  which will notify you when a stipulated price is met in the market."
964,"Bybit App","Stop Loss/Take Profit From Entry Bybit makes trading easier with these advanced exit position methods. Stop Loss and Take Profit can be set up in the order confirmation windows in one click when placing limit or market orders."
965,"Bybit App","BTC -  ETH -  XRP -  EOS Perpetual Contracts Trade as long as you want with BTC -  ETH -  XRP -  and EOS perpetual contracts. Also -  enjoy the flexibility of being able to convert freely between the four cryptocurrencies instantly and for a tiny fixed fee."
966,"Bybit App","Made for Crypto Derivative Traders! We know in crypto derivative trading every second counts -  which is why the Bybit app is as user-friendly as possible -  so you can make lightning-quick trades whenever you want."
967,"Ledger Blue","Compatibility: Windows (7+) -  Mac (10.9+) -  Linux. Requires one USB port to plug your Ledger Blue."
968,"Ledger Blue","Chips: ST31G480 (secure) + STM32L476"
969,"Ledger Blue","Connector: USB Type Micro-B. Certification level: CC EAL6+"
970,"Ledger Blue","Materials: Zamak (frame) and Plastic (case). Contains Neodymium magnets."
971,"Ledger Blue","Weight: 90g"
972,"Ledger Blue","Dimension: 97mm x 68mm x 10mm"
973,"Ledger Blue","Back up and restore: Your crypto assets stay secure even if you lose your Ledger Nano S: your 24 key words are backed up on a recovery sheet -  and your account(s) can easily be restored on any Ledger device."
974,"Ledger Blue","Beautiful Color touchscreen: The Ledger Blue embeds a color display and a large capacitive touchscreen with anti scratch glass -  encased in a robust cover."
975,"Ledger Blue","Multicurrency: The Ledger Blue supports 24 cryptocurrencies -  including Bitcoin -  Ethereum -  Ripple and Altcoins -  allowing you to manage up to 11 assets simultaneously with the same hardware wallet."
976,"Ledger Blue","State of the art Security: Your confidential data is never exposed: it is strongly secured and isolated inside a Secure Element -  locked by a PIN code."
977,"Exodus","Control Your Keys: Exodus encrypts private keys and transaction data locally for your eyes only. Your data remains private – no account setup required."
978,"Exodus","Personalized: Like darker themes? How about a subtle space background? Exodus gives you a personal look with everything from traditional gray to patterns or customized themes."
979,"Exodus","Beautiful Live Charts: Track the value of your blockchain asset portfolio -  in real time -  as market conditions change."
980,"Exodus","Wallet: Bitcoin -  Ethereum -  Litecoin -  Bitcoin Cash -  Dash and over 85 more."
981,"Exodus","Exchange: A seamless -  one-click -  exchange experience."
982,"Exodus","Portfolio: Manage your diversified portfolio of digital assets."
983,"Binance App","Multiple-Coin Support: BTC -  ETH -  LTC -  BNB"
984,"Binance App","Multilingual Support: Support and FAQs available in multiple languages"
985,"Binance App","All Devices Covered: Web -  Android -  iOS -  Mobile Web -  Windows -  macOS"
986,"Binance App","High Liquidity: Abundant resources and partners"
987,"Binance App","High Performance: Capable of processing 1 - 400 - 000 orders per second"
988,"Binance App","Safety Stability: Multi-tier & multi-cluster system architecture"
989,"Trust Wallet","Security: set a passcode to protect the app to add another level of encryption"
990,"Trust Wallet","Send & Receive: easily send and receive assets via QR code or copy/paste"
991,"Trust Wallet","Transactions: see detailed information about transactions -  full history -  price of your portfolio"
992,"Trust Wallet","Push notifications: get notified of when transactions happen on your address"
993,"Trust Wallet","DApp Browser: use decentralized applications to instantly buy -  sell ethereum and ERC20 and ERC223 tokens -  collect digital assets such as cryptokitties and more"
994,"Trust Wallet","Watch: add an address and get notified when it is active"
995,"Trust Wallet","Wallet: send and request ether -  ERC20 and ERC223 tokens"
996,"Apsis Online","No email required to register."
997,"Apsis Online","Keep up with current events via an automated news feed."
998,"Apsis Online","Toggle in and out of play sessions with ease -  create or join a Frontier Company -  employ others and build an empire!"
999,"Apsis Online","Create a page. Invite others -  share privately or with the world."
1000,"Apsis Online","Post -  comment or subscribe to things you find most interesting."
1001,"OWNR Wallet","Connect to Apple Pay"
1002,"OWNR Wallet","Withdraw fiat from ATMs worldwide"
1003,"OWNR Wallet","Pay in online and offline stores"
1004,"OWNR Wallet","Replenish the card balance with cryptocurrency in an instant"
1005,"OWNR Wallet","Plastic -  virtual and gift cards"
1006,"OWNR Wallet","Customizable fees for sending crypto"
1007,"OWNR Wallet","Annual and lifetime affiliate program with the option of monitoring activities and payouts right in your account"
1008,"OWNR Wallet","Different seed phrase length (12/15/18/21/24 words)"
1009,"OWNR Wallet","Widgets to monitor cryptocurrency price spikes for Android and iOS"
1010,"OWNR Wallet","SegWit for swifter transactions and lower fees (BTC and LTC)"
1011,"OWNR Wallet","24/7 technical support available in the app"
1012,"OWNR Wallet","Transaction status notifications"
1013,"OWNR Wallet","Built-in cryptocurrency exchange service"
1014,"OWNR Wallet","All the ERC-20 tokens including Tether (USDT) and other stablecoins are supported"
1015,"OWNR Wallet","8 coins supported (BTC -  BCH -  ETH -  LTC -  DASH -  DOGE -  ZEC -  TRX)"
1016,"OWNR Wallet","Purchase of crypto with credit and debit cards (Visa/MC/UnionPay) -  SEPA transfer for EU (buying/selling)"
1017,"WunderTrading","Arbitrage Тrading –Arbitrage trading is a trading strategy that takes advantage of price differences across different markets."
1018,"WunderTrading","Multiple Account Management – Traders can easily manage multiple crypto exchange accounts -  either manually through the trading terminal or automatically through bots."
1019,"WunderTrading","Crypto Portfolio Tracker – Easy -  safe and precise cryptocurrency portfolio tracking tool. Connect your exchange API and track the balances automatically."
1020,"WunderTrading","DCA bot – DCA is an investment method in which you buy a certain portion of the asset after the determined price deviation."
1021,"WunderTrading","Spread Trading – Spread trading terminal allows you to select which assets you would like to use for creating a spread."
1022,"WunderTrading","Smart Trading – Flexible way of creating orders for smart trading: adding and editing Take Profit -  Stop Loss and Trailing stops to any order."
1023,"Coinbase Pro","Competitive fees – Dynamic fee structure with lower fees for higher volume trading."
1024,"Coinbase Pro","Insurance protection – All digital assets held in online storage are fully insured. All USD balances are covered by FDIC insurance -  up to a maximum of $250 - 000 per customer."
1025,"Coinbase Pro","Industry-leading API – Our Websocket feed lets you easily gain access to real-time market data -  while our trading API lets you develop secure -  programmatic trading bots."
1026,"MetaMask","Own your data – MetaMask generates passwords and keys on your device -  so only you have access to your accounts and data. You always choose what to share and what to keep private."
1027,"MetaMask","Explore blockchain apps – MetaMask provides the simplest yet most secure way to connect to blockchain-based applications. You are always in control when interacting on the new decentralized web."
1028,"MetaMask","Buy -  store and send tokens globally – Available as a browser extension and as a mobile app -  MetaMask equips you with a key vault -  secure login -  and token wallet—everything you need to manage your digital assets."
1029,"XDEFI Wallet","Avalanche"
1030,"XDEFI Wallet","Bitcoin Cash"
1031,"XDEFI Wallet","Litecoin"
1032,"XDEFI Wallet","Binance Chain"
1033,"XDEFI Wallet","Bitcoin"
1034,"XDEFI Wallet","Binance Smart Chain (BSC)"
1035,"XDEFI Wallet","Polygon"
1036,"XDEFI Wallet","Ethereum"
1037,"XDEFI Wallet","THORChain"
1038,"XDEFI Wallet","Terra"
1039,"XDEFI Wallet","Our “Ape Mode” gets you into the next block 99% of the time time -  without wasting gas."
1040,"XDEFI Wallet","In-wallet deposit and earn powered by Anchor Protocol."
1041,"XDEFI Wallet","In-wallet Terra ecosystem swaps powered by Astroport."
1042,"XDEFI Wallet","In-wallet cross-chain swaps powered by THORChain."
1043,"XDEFI Wallet","XDEFI Wallet brilliantly displays NFTs from all chains – including Terra – in an Instagram-style gallery."
